census data	0	1890 us census	0.5082104995078388
census data	152	data mining	0.19619179603558448
census data	155	data modeling	0.1898438484993534
census data	161	data warehouse	0.1844351403290277
census data	147	data extraction	0.1626028604658029
census data	151	data mart	0.15156935344772546
census data	164	database system	0.15151008931207566
census data	571	tabulating machine	0.14593095651858998
census data	158	data structure	0.14492837237713585
census data	137	data	0.1416056543653013
census data	145	data dictionary	0.1402995192046987
census data	141	data analysis	0.13994817370772786
census data	142	data cleaning	0.13461153308152873
census data	150	data management	0.13395022222736383
census data	144	data collection	0.13207394306317463
census data	561	structured data analysis (statistics)	0.12244451109178223
census data	160	data visualization	0.11847101628051018
census data	149	data loading	0.11312176519255078
census data	215	extract, transform, load	0.11312176519255078
census data	148	data integration	0.10961205514052375
census data	139	data pre-processing	0.1008089443823298
census data	424	oracle data mining	0.10051213341932302
census data	138	data mining extensions	0.09916793821850704
census data	422	operational data store	0.09489256962196287
census data	159	data transformation	0.09459766098651284
census data	49	bill inmon	0.09056391296444664
census data	366	measure (data warehouse)	0.08794384675712262
census data	163	database management system	0.08736632036081829
census data	261	herman hollerith	0.0870955214257888
census data	63	business intelligence	0.07876548305848281
census data	146	data dredging	0.07832747650074517
census data	157	data snooping	0.07832747650074517
census data	140	data vault modeling	0.07829943883305122
census data	162	database	0.07536128427495598
census data	64	business intelligence tools	0.07409124772504622
census data	13	aggregate (data warehouse)	0.0726169418166479
census data	353	molap	0.06921717269601355
census data	93	column-oriented dbms	0.06717350568489042
census data	501	semma	0.066551689166914
census data	487	rexer's annual data miner survey	0.06633939379639726
census data	411	olap cube	0.06447666855823873
census data	24	analytics	0.0630194256524311
census data	631	web mining	0.06181745673845295
census data	178	dimensional modeling	0.060829528115967195
census data	196	educational data mining	0.05981996273667945
census data	370	metadata	0.05821047290764237
census data	559	statistics	0.05773918535944407
census data	474	ralph kimball	0.05719508137227019
census data	195	early-arriving fact	0.05582125441889547
census data	220	fact (data warehouse)	0.05548919011080127
census data	156	data set	0.05467835549454231
census data	213	exploratory data analysis	0.05455755525529117
census data	431	overfitting	0.05445792763842185
census data	275	index (database)	0.05290177850507338
census data	377	missing data	0.05259612108707264
census data	256	holap	0.051939579100356466
census data	293	information technology	0.051034095212486426
census data	177	dimension table	0.05101626448454073
census data	342	list of reporting software	0.05001515369096293
census data	476	rapidminer	0.04870353050575985
census data	379	montreal	0.047702459967268906
census data	575	test set	0.04641115343640196
census data	414	online analytical processing	0.04602653103803849
census data	314	java data mining	0.044454210490150546
census data	175	dimension (data warehouse)	0.04361842467779874
census data	529	sixth normal form	0.04083422758150827
census data	241	geographic information systems	0.040776902831889575
census data	37	association rule	0.04068252962969129
census data	38	association rule learning	0.04068252962969129
census data	39	association rule mining	0.04068252962969129
census data	40	association rules	0.04068252962969129
census data	589	training set	0.0402021174939018
census data	87	cloud storage	0.03984489622870936
census data	472	rolap	0.03980570404832163
census data	70	crisp-dm	0.0396834204265103
census data	128	cross industry standard process for data mining	0.0396834204265103
census data	154	data mining in meteorology	0.03957221592273516
census data	325	keypunch	0.03885326256592024
census data	171	degenerate dimension	0.03866217610334593
census data	153	data mining in agriculture	0.037856937917374024
census data	284	information integration	0.03633011474637188
census data	555	statistical classification	0.036070585951147344
census data	311	jhepwork	0.03460591236148007
census data	221	fact table	0.0340224496451354
census data	355	machine learning	0.03343395189855509
census data	168	decision tree learning	0.033357214142282134
census data	3	advise	0.0318033642546859
census data	176	dimension reduction	0.031580601446460604
census data	88	cluster analysis	0.03132955095385592
census data	143	data clustering	0.03132955095385592
census data	322	knime	0.030402721944028044
census data	535	software	0.030237651773696243
census data	450	predictive analytics	0.0301639827853615
census data	521	search oriented architecture	0.02936891472037321
census data	282	information architecture	0.028884738338587332
census data	383	multidimensional expressions	0.02884376941631189
census data	557	statistical model	0.028807055516426934
census data	458	profiling practices	0.02867031980038916
census data	426	orange (software)	0.028620853952117175
census data	374	microsoft analysis services	0.02836514066951898
census data	552	star schema	0.028335833170998435
census data	642	weka (machine learning)	0.028139663112846915
census data	505	spss modeler	0.027527450244832448
census data	481	relational database	0.02689717548494207
census data	524	semantic web	0.026765575564753567
census data	464	punched cards	0.02658876516268396
census data	360	mass surveillance	0.026034207673043167
census data	473	r (programming language)	0.025752788281396252
census data	136	dashboard (business)	0.02574797590794174
census data	330	knowledge visualization	0.02543430331957348
census data	616	visualization (computer graphics)	0.02543430331957348
census data	499	sas (software)	0.024998532823727534
census data	26	angoss	0.024810182006973276
census data	25	anchor modeling	0.024246049905342293
census data	115	computer programming	0.02413111664992496
census data	389	multivariate statistics	0.02397179897198133
census data	503	sigmod	0.023651267225636777
census data	554	statsoft	0.023624899949558513
census data	167	decision support system	0.023155333446878805
census data	556	statistical inference	0.02310576142084952
census data	578	text mining	0.023081509519173447
census data	480	regression analysis	0.023027854441393814
census data	181	discovery net	0.02291799047820678
census data	328	knowledge discovery	0.022848057248896284
census data	27	anomaly detection	0.02156774847140808
census data	523	self-organizing map	0.02118674406038702
census data	566	surrogate key	0.021122015552511628
census data	532	social information seeking	0.02095270886548738
census data	56	blackle.com	0.020818553502995114
census data	629	web form	0.020614040011725693
census data	563	subspace clustering	0.020340592142749397
census data	544	spearman's rank correlation coefficient	0.02010123858380691
census data	132	customer analytics	0.019895323028692593
census data	506	sql	0.019858108022336056
census data	53	bioinformatic	0.019702093615848633
census data	54	bioinformatics	0.019702093615848633
census data	384	multifactor dimensionality reduction	0.019634900113063663
census data	111	computer data storage	0.019559107213554684
census data	438	people's republic of china	0.019525517170672274
